색인어,KSIC코드,KSIC명,레벨,신뢰도,출처
장식용 전구 제조,28410,전구 및 램프 제조업,세세분류,MED,haeseolseo
장식용 조명판 제조,28423,전시 및 광고용 조명장치 제조업,세세분류,MED,haeseolseo
장식용 천연검 제품 제조,33932,전시용 모형 제조업,세세분류,MED,haeseolseo
"장식품, 액세서리 등) 제조",33932,전시용 모형 제조업,세세분류,MED,haeseolseo
장착된 압전기 결정 소자 제조,26129,기타 반도체 소자 제조업,세세분류,MED,haeseolseo
장판지 제조,17903,벽지 및 장판지 제조업,세세분류,MED,haeseolseo
장품 등 특정 목적에 직접 사용될 수 있도록 가공된 기타 화학제 품 제조,19229,기타 석유 정제물 재처리업,세세분류,MED,haeseolseo
재단 및 인쇄물 기타 가공,18129,기타 인쇄관련 산업,세세분류,MED,haeseolseo
재단기 제조,29269,"기타 섬유, 의복 및 가죽 가공기계 제조업",세세분류,MED,haeseolseo
재료 시험기 제조,27213,"물질 검사, 측정 및 분석 기구 제조업",세세분류,MED,haeseolseo
재봉기 제조,29269,"기타 섬유, 의복 및 가죽 가공기계 제조업",세세분류,MED,haeseolseo
재봉기용 바늘 및 부분품 제조,29269,"기타 섬유, 의복 및 가죽 가공기계 제조업",세세분류,MED,haeseolseo
재생 그리스 제조,19221,윤활유 및 그리스 제조업,세세분류,MED,haeseolseo
재생 섬유직물 직조,13213,화학섬유직물 직조업,세세분류,MED,haeseolseo
재생 윤활유 제조,19221,윤활유 및 그리스 제조업,세세분류,MED,haeseolseo
재생 플라스틱 소재 물질 제조,20203,혼성 및 재생 플라스틱 소재 물질 제조업,세세분류,MED,haeseolseo
재생섬유 방적사 제조,13103,화학섬유 방적업,세세분류,MED,haeseolseo
재생셀룰로오스 제조,20202,합성수지 및 기타 플라스틱 물질 제조업,세세분류,MED,haeseolseo
재생용 유류 정제품 제조,19229,기타 석유 정제물 재처리업,세세분류,MED,haeseolseo
저마늄 다이오드 제조,26129,기타 반도체 소자 제조업,세세분류,MED,haeseolseo
저민 어육 생산,10219,기타 수산동물 가공 및 저장 처리업,세세분류,MED,haeseolseo
저울 추 및 부분품 제조,29199,그 외 기타 일반목적용 기계 제조업,세세분류,MED,haeseolseo
저항 검사기 제조,27212,"전자기 측정, 시험 및 분석 기구 제조업",세세분류,MED,haeseolseo
적재용 금속판 제조,25999,그 외 기타 분류 안된 금속 가공제품 제조업,세세분류,MED,haeseolseo
적재용 목재판 제조,16231,목재 깔판류 및 기타 적재판 제조업,세세분류,MED,haeseolseo
적층 목제품 제조,16229,기타 건축용 나무제품 제조업,세세분류,MED,haeseolseo
적층 제조장비 제조,29222,디지털 적층 성형기계 제조업,세세분류,MED,haeseolseo
전구 제조기 제조,29299,그 외 기타 특수목적용 기계 제조업,세세분류,MED,haeseolseo
전기 구급차 제조,30122,전기 승용차 및 기타 여객용 전기 자동차 제조업,세세분류,MED,haeseolseo
전기 구난차 제조,30124,전기 화물자동차 및 특수목적용 전기 자동차 제조업,세세분류,MED,haeseolseo
전기 그라인더 제조,29193,동력식 수지 공구 제조업,세세분류,MED,haeseolseo
전기 기중기차 제조,30124,전기 화물자동차 및 특수목적용 전기 자동차 제조업,세세분류,MED,haeseolseo
전기 다리미 제조,28519,기타 가정용 전기 기기 제조업,세세분류,MED,haeseolseo
전기 면도기 제조,28519,기타 가정용 전기 기기 제조업,세세분류,MED,haeseolseo
전기 모포 제조,28512,가정용 전기 난방기기 제조업,세세분류,MED,haeseolseo
전기 미용기 제조,28519,기타 가정용 전기 기기 제조업,세세분류,MED,haeseolseo
전기 보온밥솥 제조,28511,주방용 전기 기기 제조업,세세분류,MED,haeseolseo
전기 살포차 제조,30124,전기 화물자동차 및 특수목적용 전기 자동차 제조업,세세분류,MED,haeseolseo
전기 소방차 제조,30124,전기 화물자동차 및 특수목적용 전기 자동차 제조업,세세분류,MED,haeseolseo
전기 신호식 호출기 제조,28901,전기 경보 및 신호장치 제조업,세세분류,MED,haeseolseo
전기 애자 및 절연제품 제조,23222,위생용 및 산업용 도자기 제조업,세세분류,MED,haeseolseo
전기 영동용 기 제조,28909,그 외 기타 전기장비 제조업,세세분류,MED,haeseolseo
전기 요법용 기 제조,27112,전기식 진단 및 요법 기기 제조업,세세분류,MED,haeseolseo
전기 유도자 제조,28119,기타 전기 변환장치 제조업,세세분류,MED,haeseolseo
전기 이동 공작차 제조,30124,전기 화물자동차 및 특수목적용 전기 자동차 제조업,세세분류,MED,haeseolseo
전기 이동 방송차 제조,30124,전기 화물자동차 및 특수목적용 전기 자동차 제조업,세세분류,MED,haeseolseo
전기 이발기 제조,28519,기타 가정용 전기 기기 제조업,세세분류,MED,haeseolseo
전기 자동차인 스테이션 왜건 제조,30122,전기 승용차 및 기타 여객용 전기 자동차 제조업,세세분류,MED,haeseolseo
전기 자전거 제조,31922,개인용 전기식 이동수단 제조업,세세분류,MED,haeseolseo
전기 적산계기 제조,27214,속도계 및 적산계기 제조업,세세분류,MED,haeseolseo
전기 절연 가공지 제조,17904,"적층, 합성 및 특수 표면처리 종이 제조업",세세분류,MED,haeseolseo
전기 절연 도체 제조,28303,절연 코드세트 및 기타 도체 제조업,세세분류,MED,haeseolseo
전기 절연장비 제조,28902,전기용 탄소제품 및 절연제품 제조업,세세분류,MED,haeseolseo
전기 접속자 제조,28122,전기회로 접속장치 제조업,세세분류,MED,haeseolseo
전기 제어기 부분품 제조,28123,배전반 및 전기 자동제어반 제조업,세세분류,MED,haeseolseo
전기 축전기 제조,26291,전자 축전기 제조업,세세분류,MED,haeseolseo
전기 커넥터 제조,28122,전기회로 접속장치 제조업,세세분류,MED,haeseolseo
전기 콘크리트 믹서 운반차 제조,30124,전기 화물자동차 및 특수목적용 전기 자동차 제조업,세세분류,MED,haeseolseo
전기 터미널 제조,28122,전기회로 접속장치 제조업,세세분류,MED,haeseolseo
전기 토스터 제조,28511,주방용 전기 기기 제조업,세세분류,MED,haeseolseo
전기 톱 제조,29193,동력식 수지 공구 제조업,세세분류,MED,haeseolseo
전기 통신기 검사기 제조,27212,"전자기 측정, 시험 및 분석 기구 제조업",세세분류,MED,haeseolseo
전기량 검사 및 측정용 기 제조,27212,"전자기 측정, 시험 및 분석 기구 제조업",세세분류,MED,haeseolseo
전기식 난방기 제조,28512,가정용 전기 난방기기 제조업,세세분류,MED,haeseolseo
"전기식 벨, 초인종, 버저 제조",28901,전기 경보 및 신호장치 제조업,세세분류,MED,haeseolseo
전기식 오존 발생기 제조,28909,그 외 기타 전기장비 제조업,세세분류,MED,haeseolseo
전기식 완구 제조,33401,인형 및 장난감 제조업,세세분류,MED,haeseolseo
전기식 용접기 제조,28909,그 외 기타 전기장비 제조업,세세분류,MED,haeseolseo
전기용 도자기제품 제조,23222,위생용 및 산업용 도자기 제조업,세세분류,MED,haeseolseo
전기용 탄소 브러시 제조,28902,전기용 탄소제품 및 절연제품 제조업,세세분류,MED,haeseolseo
전기절연지 제조,17109,기타 종이 및 판지 제조업,세세분류,MED,haeseolseo
전단기 제조,29224,금속 성형기계 제조업,세세분류,MED,haeseolseo
전동 스케이트보드 제조,31922,개인용 전기식 이동수단 제조업,세세분류,MED,haeseolseo
전동 외륜/이륜보드 제조,31922,개인용 전기식 이동수단 제조업,세세분류,MED,haeseolseo
전동기 제조,28111,전동기 및 발전기 제조업,세세분류,MED,haeseolseo
전동이륜평행차 제조,31922,개인용 전기식 이동수단 제조업,세세분류,MED,haeseolseo
전동축 제조,29142,기어 및 동력전달장치 제조업,세세분류,MED,haeseolseo
전동킥보드 제조,31922,개인용 전기식 이동수단 제조업,세세분류,MED,haeseolseo
전동휠 제조,31922,개인용 전기식 이동수단 제조업,세세분류,MED,haeseolseo
전력 차단기 제조,28121,"전기회로 개폐, 보호 장치 제조업",세세분류,MED,haeseolseo
전류 조절기 제조,28119,기타 전기 변환장치 제조업,세세분류,MED,haeseolseo
전류 측정 및 검사기 제조,27212,"전자기 측정, 시험 및 분석 기구 제조업",세세분류,MED,haeseolseo
"전부가 유리로 된 애자, 전기 절연체 성형 제조",23129,기타 산업용 유리제품 제조업,세세분류,MED,haeseolseo
전분제 빈 캡슐 제조,10603,과자류 및 코코아 제품 제조업,세세분류,MED,haeseolseo
전압 조정기 제조,28112,변압기 제조업,세세분류,MED,haeseolseo
전압 측정 및 검사기 제조,27212,"전자기 측정, 시험 및 분석 기구 제조업",세세분류,MED,haeseolseo
전자 감지장치 제조,26294,전자 감지장치 제조업,세세분류,MED,haeseolseo
전자 레인지 제조,28511,주방용 전기 기기 제조업,세세분류,MED,haeseolseo
전자 변성기 제조,26293,"전자코일, 변성기 및 기타 전자 유도자 제조업",세세분류,MED,haeseolseo
전자 악기 제조,33209,기타 악기 및 전자 악기 제조업,세세분류,MED,haeseolseo
전자 유도자 제조,26293,"전자코일, 변성기 및 기타 전자 유도자 제조업",세세분류,MED,haeseolseo
전자 저항기 제조,26292,전자저항기 및 전자카드 제조업,세세분류,MED,haeseolseo
전자 접속자 제조,26299,그 외 기타 전자 부품 제조업,세세분류,MED,haeseolseo
전자 축전기 부분품 제조,26291,전자 축전기 제조업,세세분류,MED,haeseolseo
전자 축전기 제조,26291,전자 축전기 제조업,세세분류,MED,haeseolseo
전자계산기 제조,29180,사무용 기계 및 장비 제조업,세세분류,MED,haeseolseo
전자공업용 화학 원소 및 화합물 제조,20499,그 외 기타 분류 안된 화학제품 제조업,세세분류,MED,haeseolseo
전자기용 세라믹제품 제조,23222,위생용 및 산업용 도자기 제조업,세세분류,MED,haeseolseo
전자빔 응용 절삭기계 제조,29221,전자 응용 절삭기계 제조업,세세분류,MED,haeseolseo
전자석 제조,28909,그 외 기타 전기장비 제조업,세세분류,MED,haeseolseo
전자시계 제조,27220,시계 및 시계 부품 제조업,세세분류,MED,haeseolseo
전자식 모의 훈련 기 제조,29299,그 외 기타 특수목적용 기계 제조업,세세분류,MED,haeseolseo
전자오락실 게임장비 제조,33402,영상게임기 제조업,세세분류,MED,haeseolseo
전자집적회로 자장 카드 제조,26292,전자저항기 및 전자카드 제조업,세세분류,MED,haeseolseo
전자집적회로 제조,2611,전자집적회로 제조업,세분류,MED,haeseolseo
전자총 제조,26299,그 외 기타 전자 부품 제조업,세세분류,MED,haeseolseo
전지분유 제조,10421,액상 시유 및 기타 낙농제품 제조업,세세분류,MED,haeseolseo
전철기 제조,31202,철도 차량 부품 및 관련 장치물 제조업,세세분류,MED,haeseolseo
전통 민속복 제조,14130,한복 제조업,세세분류,MED,haeseolseo
전투식량용 곡물 가공품 제조,10519,기타 곡물 가공품 제조업,세세분류,MED,haeseolseo
전화당 제조,10810,설탕 제조업,세세분류,MED,haeseolseo
절구통 및 절굿공이 제조,16291,목재 도구 및 주방용 나무제품 제조업,세세분류,MED,haeseolseo
절단 철강 판재 생산,24199,그 외 기타 1차 철강 제조업,세세분류,MED,haeseolseo
절단가공 철강재 생산,24199,그 외 기타 1차 철강 제조업,세세분류,MED,haeseolseo
절연 광섬유 케이블 제조,28301,광섬유 케이블 제조업,세세분류,MED,haeseolseo
절연 금속 케이블 제조,28302,기타 절연선 및 케이블 제조업,세세분류,MED,haeseolseo
절연 금속선 제조,28302,기타 절연선 및 케이블 제조업,세세분류,MED,haeseolseo
절연 또는 보호 재료 피복기 제조,29299,그 외 기타 특수목적용 기계 제조업,세세분류,MED,haeseolseo
절연 피복 광섬유 제조,28301,광섬유 케이블 제조업,세세분류,MED,haeseolseo
절연대 제조,28303,절연 코드세트 및 기타 도체 제조업,세세분류,MED,haeseolseo
절연재료가 결합된 전선용 도관 및 그 연결구류 제조,28902,전기용 탄소제품 및 절연제품 제조업,세세분류,MED,haeseolseo
절연체 및 절연 부착물 제조,28902,전기용 탄소제품 및 절연제품 제조업,세세분류,MED,haeseolseo
절화용 화초 재배,01122,화훼작물 재배업,세세분류,MED,haeseolseo
점토 바닥 벽돌 및 블록 제조,23231,"점토 벽돌, 블록 및 유사 비내화 요업제품 제조업",세세분류,MED,haeseolseo
점토 벽돌 및 블록 제조,23231,"점토 벽돌, 블록 및 유사 비내화 요업제품 제조업",세세분류,MED,haeseolseo
점토 시멘트 제조,23311,시멘트 제조업,세세분류,MED,haeseolseo
점화 배선 제조,30332,자동차용 신품 전기장치 제조업,세세분류,MED,haeseolseo
점화 플러그 제조,30332,자동차용 신품 전기장치 제조업,세세분류,MED,haeseolseo
점화기 제조,20494,화약 및 불꽃제품 제조업,세세분류,MED,haeseolseo
접속자가 부착된 전선 제조,28303,절연 코드세트 및 기타 도체 제조업,세세분류,MED,haeseolseo
접수 및 삽수 묘목 생산,01123,종자 및 묘목 생산업,세세분류,MED,haeseolseo
접시 세척기 제조,28511,주방용 전기 기기 제조업,세세분류,MED,haeseolseo
접착 섬유테이프 제조,13994,표면처리 및 적층 직물 제조업,세세분류,MED,haeseolseo
접착용 비닐테이프 제조,22291,플라스틱 접착처리 제품 제조업,세세분류,MED,haeseolseo
접착지 절단품 제조,17901,문구용 종이제품 제조업,세세분류,MED,haeseolseo
접착지와 판지 제조,17904,"적층, 합성 및 특수 표면처리 종이 제조업",세세분류,MED,haeseolseo
젓갈 조미제품 제조,10211,"수산동물 훈제, 조리 및 유사 조제식품 제조업",세세분류,MED,haeseolseo
정류기 제조,29177,"증류기, 열 교환기 및 가스 발생기 제조업",세세분류,MED,haeseolseo
정밀 강 주물 주조,24312,강 주물 주조업,세세분류,MED,haeseolseo
